Id,LotArea,OverallQual,OverallCond,YearRemodAdd,GrLivArea,FullBath,BedroomAbvGr,KitchenQual,GarageCars,GarageArea,MoSold,SalePrice
2820,9375,4,5,1954,1350,1,3,1.0,2.0,504.0,6,181721.458225594
2821,6488,5,5,1950,1150,1,3,1.0,1.0,215.0,3,172725.053851858
2822,19950,6,7,1950,2009,2,4,1.0,3.0,795.0,12,222438.699143414
2823,19800,6,8,1990,3672,3,5,2.0,2.0,836.0,12,235419.373448928
2824,11679,5,5,1962,1560,2,3,1.0,2.0,528.0,5,185150.926027596
2825,12048,5,6,2002,1488,1,3,1.0,2.0,569.0,4,184772.239624699
2826,10519,5,8,1999,1057,1,3,2.0,1.0,288.0,3,180658.216435809
2827,9525,6,5,1953,1609,1,5,1.0,1.0,305.0,7,209673.316647174
2828,12128,6,4,1989,2559,2,4,3.0,2.0,506.0,11,205939.810625621
2829,9069,6,8,1993,1440,2,2,2.0,4.0,920.0,4,165633.573325837
2830,11003,7,5,2006,1876,2,3,2.0,3.0,848.0,7,186030.317211014
2831,7488,7,5,2005,1208,2,2,2.0,2.0,632.0,2,160312.319589212
2832,13377,6,5,2006,1846,2,3,2.0,2.0,495.0,7,190702.440251029
2833,11645,8,5,2006,1590,2,2,3.0,3.0,754.0,8,175122.810326699
2834,10984,7,5,2006,1809,2,3,2.0,2.0,638.0,5,183783.13937519
2835,9316,7,5,2005,1614,2,3,2.0,2.0,576.0,3,178290.666302221
2836,9316,7,5,2005,1596,2,3,2.0,2.0,610.0,6,181605.343963015
2837,12000,6,5,1968,1388,2,3,1.0,2.0,522.0,7,187992.451444752
2838,13015,5,6,1996,1100,1,3,1.0,2.0,462.0,6,188885.11781517
2839,12438,6,5,1995,1499,2,3,2.0,2.0,473.0,8,189959.344795118
2840,8685,7,5,1998,1425,2,3,1.0,2.0,591.0,5,179258.619211334
2841,9272,7,5,1999,1749,2,3,2.0,2.0,515.0,6,181518.750275669
2842,13426,7,5,2000,1779,2,3,2.0,2.0,586.0,9,193008.659237315
2843,8340,6,6,1977,1388,1,3,1.0,1.0,317.0,12,186313.89385619
2844,10385,6,6,1978,1282,2,3,1.0,3.0,672.0,4,181499.39185067
2845,7200,5,8,1972,864,1,3,1.0,1.0,297.0,3,174126.297156192
2846,9930,7,5,2002,1762,2,3,2.0,2.0,591.0,7,183918.612062767
2847,9468,6,5,1999,1755,2,3,1.0,2.0,530.0,8,184114.270899227
2848,11088,8,5,2002,1358,1,1,2.0,2.0,418.0,6,158540.947801398
2849,8726,7,5,2002,1909,2,4,2.0,2.0,529.0,9,197034.759055859
2850,10566,8,5,1999,2214,2,3,2.0,3.0,646.0,7,185170.284452595
2851,21533,7,5,1997,2049,2,4,2.0,2.0,467.0,8,221134.533635148
2852,11250,7,5,1998,1939,2,3,2.0,3.0,555.0,5,184306.637575967
2853,11250,7,5,1996,1995,2,4,2.0,2.0,610.0,7,199792.302740996
2854,4435,6,5,2003,848,1,1,2.0,2.0,420.0,4,143237.803559736
2855,8810,7,5,2003,1390,2,3,2.0,2.0,545.0,3,177294.838897736
2856,8581,7,5,2006,1737,2,3,2.0,2.0,578.0,8,182368.620883855
2857,8400,7,5,2005,1611,2,3,2.0,2.0,572.0,3,176487.943174734
2858,8772,7,5,2006,1336,2,3,2.0,2.0,502.0,9,183849.408762071
2859,8777,4,6,2000,1436,2,3,1.0,2.0,528.0,10,184964.141507413
2860,7840,6,5,1975,1012,2,4,1.0,0.0,0.0,10,196395.969632434
2861,16133,5,4,1969,1176,1,2,1.0,1.0,360.0,12,188374.936650438
2862,7162,7,5,2004,1724,2,3,2.0,2.0,616.0,5,176261.296806135
2863,8050,6,5,2002,914,1,2,2.0,0.0,0.0,4,163628.142248426
2864,11060,7,5,2005,2314,2,3,2.0,2.0,502.0,2,180618.032628904
2865,3675,6,5,2006,1072,1,2,1.0,2.0,525.0,10,161647.329794081
2866,2522,7,5,2004,1709,2,3,2.0,2.0,380.0,5,167129.598867773
2867,6956,4,7,1950,936,1,3,1.0,1.0,265.0,4,174750.988352687
2868,7822,6,3,1950,1338,2,3,1.0,2.0,528.0,5,177560.202116333
2869,8707,4,5,1950,1669,1,4,1.0,1.0,288.0,5,192577.796112839
2870,16012,4,4,1968,1482,2,3,1.0,2.0,609.0,10,199202.898960871
2871,8248,4,4,1950,1414,1,3,1.0,0.0,0.0,9,182818.156667308
2872,8088,2,3,1955,498,1,1,1.0,1.0,216.0,2,148217.262540651
2873,11388,4,7,1993,1273,1,3,2.0,1.0,275.0,9,188997.797082492
2874,10890,5,5,1950,1551,2,3,0.0,1.0,240.0,7,185807.928877601
2875,6430,6,6,1950,1340,1,3,1.0,1.0,440.0,7,177030.477842021
2876,7000,7,8,1997,1479,1,3,2.0,1.0,312.0,5,175942.474593632
2877,4899,6,8,1950,1510,1,3,1.0,1.0,216.0,6,172912.518576433
2878,9399,7,8,1950,1636,1,4,2.0,1.0,288.0,9,198359.248864591
2879,10164,5,5,1950,1465,2,3,1.0,1.0,240.0,7,184379.133036383
2880,6191,5,4,1950,1288,1,4,1.0,1.0,240.0,11,194255.566948886
2881,21780,6,5,1950,1550,1,3,1.0,1.0,318.0,9,209449.651603064
2882,12400,5,6,1950,1717,1,2,1.0,1.0,410.0,2,169979.323958443
2883,8170,7,7,1950,1671,2,4,1.0,2.0,451.0,2,188206.281858748
2884,12320,7,7,1990,1609,1,3,2.0,3.0,579.0,5,186412.438609167
2885,14210,6,7,1959,1801,1,3,1.0,2.0,365.0,11,196761.386409959
2886,15600,5,7,1963,2315,2,4,1.0,1.0,342.0,7,208353.269558209
2887,7288,5,6,1950,976,1,2,1.0,1.0,215.0,8,166548.067241044
2888,7000,6,7,1950,1285,1,3,1.0,2.0,506.0,5,175942.474593632
2889,8534,4,4,1950,672,1,2,1.0,0.0,0.0,6,166790.457916434
2890,7030,4,6,1950,641,1,2,0.0,1.0,272.0,3,160515.850579067
2891,9060,6,5,1957,1638,2,4,2.0,1.0,384.0,4,192167.621096362
2892,12366,3,5,1950,729,1,2,1.0,0.0,0.0,10,178751.551083369
2893,9000,5,6,1951,1396,2,4,1.0,0.0,0.0,10,198678.894117024
2894,8520,3,5,1950,936,1,2,1.0,0.0,0.0,4,164553.120272354
2895,5748,8,5,2006,1778,2,2,3.0,2.0,495.0,2,156887.932862327
2896,3842,8,5,2005,1646,2,2,2.0,2.0,525.0,12,164185.777305524
2897,23580,6,6,1979,1625,2,3,0.0,2.0,576.0,9,212992.120630876
2898,8385,6,5,1978,1664,2,4,1.0,2.0,616.0,10,197468.550532521
2899,9116,8,5,2001,1491,2,3,2.0,2.0,490.0,5,180106.84373966
2900,11080,6,6,1975,1210,2,3,1.0,2.0,528.0,5,183972.071056674
2901,50102,6,5,1958,1650,1,2,1.0,2.0,518.0,3,245283.198337927
2902,8098,6,5,2000,1403,2,2,2.0,2.0,470.0,10,170351.963410756
2903,13618,8,5,2006,1960,2,3,2.0,3.0,714.0,11,195596.307707478
2904,11577,9,5,2006,1838,2,3,3.0,3.0,682.0,9,189369.756330412
2905,31250,1,3,1951,1600,1,3,1.0,1.0,270.0,5,223667.404551664
2906,7020,7,5,1997,1368,2,2,1.0,4.0,784.0,11,169335.310624364
2907,2665,5,6,1977,1304,1,3,1.0,1.0,336.0,5,167411.02835165
2908,10172,5,7,2003,874,1,3,1.0,1.0,288.0,10,187709.555003968
2909,11836,5,5,1970,1652,2,4,1.0,3.0,928.0,3,196526.002998991
2910,1470,4,6,1970,630,1,1,1.0,0.0,0.0,4,137402.569855589
2911,1484,4,4,1972,1092,1,3,1.0,1.0,253.0,5,165086.775061735
2912,13384,5,5,1979,1360,1,3,1.0,1.0,336.0,5,188506.431412274
2913,1533,4,5,1970,1092,1,3,1.0,1.0,286.0,12,172917.456816012
2914,1526,4,5,1970,1092,1,3,1.0,0.0,0.0,6,166274.325225982
2915,1936,4,7,1970,1092,1,3,1.0,0.0,0.0,6,167081.220948984
2916,1894,4,5,1970,1092,1,3,1.0,1.0,286.0,4,164788.778231138
2917,20000,5,7,1996,1224,1,4,1.0,2.0,576.0,9,219222.423400059
2918,10441,5,5,1992,970,1,3,1.0,0.0,0.0,7,184924.279658997
2919,9627,7,5,1994,2000,2,3,1.0,3.0,650.0,11,187741.866657478
